numerical__state,numerical__city,numerical__year_built,numerical__latitude,numerical__longitude,numerical__lot_sqft,numerical__living_sqft,nominal__type_apartment,nominal__type_mobile,nominal__type_multi_family,nominal__type_single_family,nominal__type_townhouse,remainder__number_of_stories,remainder__number_of_baths,remainder__number_of_beds,remainder__number_of_garages,remainder__basement,remainder__central_air,remainder__central_heat,remainder__city_view,remainder__community_outdoor_space,remainder__community_security_features,remainder__fenced_yard,remainder__fireplace,remainder__floor_plan,remainder__hardwood_floors,remainder__new_roof,remainder__recreation_facilities,remainder__rental_property,remainder__shopping,remainder__view
-0.3875202834975771,-0.43561684435088394,-1.1393744829560413,1.4976351309361489,-0.20932570477972748,-0.2660622270115197,-1.2392482522946844,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.24550921219448105,-0.24011643629488677,-1.2853408458534579,0.673306074677711,1.1198858613112619,0.054280722292763144,0.09767322636740186,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5470096404995157,-0.7392664143101987,-0.08841667009464196,-0.9462569273312352,-0.5089389609496229,0.474192562069328,0.9456280531114102,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.264056311294533,-1.2097152685896302,0.5246420540745077,-1.7592421914791223,0.23442769102930014,0.6947565599509654,0.21527280087934464,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.3875202834975771,-0.43561684435088394,-2.4530717490327905,1.4940832167629017,-0.21510592563332756,-0.9363667196213339,-1.5177735603492857,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.393080072072012,1.3738018259546219,0.6998016895514075,-0.18806444592734523,-2.066285579455593,-0.3797052011581538,0.36227226901927306,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4471413539899092,-1.3840018025799765,0.23270932827967453,0.9254989439988371,0.3419975671258051,-0.6229557816790453,-0.9607229442400831,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21329578740013702,2.359623032534863,1.5464065943564238,-1.3546574270486607,0.3557386643436561,-1.3182575273821118,1.4005527229339256,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.24550921219448105,-0.24011643629488677,-2.0735592054995076,0.665962666844762,1.119885403767093,-0.3118555141907549,1.0059752031899072,0.0,0.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.332900640688694,-0.32330809929743876,0.2035160557001912,0.43338127397892884,-0.447171805369797,-0.03730585206570723,0.6392502142513489,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
